NAME,B19083_001E,B19082_001E,B19082_002E,B19082_003E,B19082_004E,B19082_005E,B19082_006E,state,county
"Arecibo Municipio, Puerto Rico",0.5108,1.32,7.51,14.34,24.14,52.69,21.13,72,013
"Arroyo Municipio, Puerto Rico",0.4428,3.26,9.34,15.72,24.13,47.56,18.89,72,015
"Cata�o Municipio, Puerto Rico",0.5634,0.92,5.95,12.03,22.99,58.11,23.92,72,033
"Florida Municipio, Puerto Rico",0.4521,1.70,9.64,16.40,25.02,47.24,16.95,72,054
"Monroe County, Alabama",0.5477,0.92,6.13,13.04,24.04,55.87,23.31,01,099
"Lawrence County, Alabama",0.4389,3.65,9.23,15.30,24.36,47.45,18.08,01,079
"Lee County, Alabama",0.5081,2.16,7.42,14.06,23.47,52.89,23.45,01,081
"Pickens County, Alabama",0.4997,3.05,7.21,13.65,23.61,52.49,23.70,01,107
"Sumter County, Alabama",0.5469,1.49,6.31,12.20,23.58,56.42,23.98,01,119
"Choctaw County, Alabama",0.4809,2.97,7.78,13.42,24.91,50.91,19.28,01,023
"Marengo County, Alabama",0.5386,1.87,6.67,12.78,22.93,55.75,25.36,01,091
"Russell County, Alabama",0.4540,3.12,8.79,15.40,24.26,48.43,18.79,01,113
"Covington County, Alabama",0.4553,3.35,8.75,14.93,24.21,48.76,18.94,01,039
"Crenshaw County, Alabama",0.5040,3.21,7.52,13.63,22.17,53.48,26.27,01,041
"Lauderdale County, Alabama",0.4672,3.56,8.68,14.60,22.93,50.23,22.76,01,077
"Lowndes County, Alabama",0.4999,3.00,7.26,13.19,23.10,53.45,20.64,01,085
"Limestone County, Alabama",0.4509,3.36,8.78,15.52,24.18,48.16,19.57,01,083
"St. Clair County, Alabama",0.4068,3.97,10.11,16.84,24.77,44.30,16.45,01,115
"Winston County, Alabama",0.4517,4.02,8.78,14.81,23.69,48.69,21.29,01,133
"Cullman County, Alabama",0.4548,3.63,9.13,14.79,23.16,49.29,20.87,01,043
"Elmore County, Alabama",0.4359,3.57,9.54,15.99,24.09,46.81,19.98,01,051
"Jackson County, Alabama",0.4616,3.09,8.91,15.16,23.61,49.24,20.94,01,071
"Talladega County, Alabama",0.4584,3.41,8.66,15.04,23.82,49.07,20.39,01,121
"Washington County, Alabama",0.4684,3.08,8.70,14.76,23.48,49.97,20.96,01,129
"Coffee County, Alabama",0.4427,3.50,9.39,15.38,23.93,47.81,19.31,01,031
"Morgan County, Alabama",0.4511,3.58,9.04,15.19,23.64,48.55,20.54,01,103
"Chilton County, Alabama",0.4845,3.07,8.34,14.33,22.77,51.50,23.69,01,021
"Colbert County, Alabama",0.4496,3.49,8.77,15.77,23.77,48.19,20.15,01,033
"Dale County, Alabama",0.4500,3.25,8.96,15.58,23.93,48.28,19.07,01,045
"Etowah County, Alabama",0.4483,3.78,8.85,15.11,24.03,48.23,20.23,01,055
"DeKalb County, Alabama",0.4748,3.24,8.52,14.49,23.01,50.74,22.86,01,049
"Lamar County, Alabama",0.4623,3.54,8.66,14.64,23.27,49.89,20.75,01,075
"Randolph County, Alabama",0.4733,3.21,8.77,14.79,22.56,50.67,23.37,01,111
"Mobile County, Alabama",0.4765,3.04,8.25,14.57,23.52,50.61,21.80,01,097
"Walker County, Alabama",0.4587,3.35,8.70,14.95,24.19,48.82,20.57,01,127
"Cleburne County, Alabama",0.4622,3.54,8.47,14.77,23.42,49.80,20.27,01,029
"Greene County, Alabama",0.5041,2.58,7.12,12.86,24.84,52.60,20.79,01,063
"Barbour County, Alabama",0.4731,3.00,8.05,14.40,24.12,50.43,19.34,01,005
"Bullock County, Alabama",0.5174,1.86,6.15,14.57,24.19,53.23,21.87,01,011
"Calhoun County, Alabama",0.4676,3.27,8.56,14.89,23.39,49.89,21.90,01,015
"Clarke County, Alabama",0.5185,1.50,6.95,14.09,24.15,53.31,22.05,01,025
"Montgomery County, Alabama",0.4929,2.88,7.93,14.06,22.91,52.22,23.50,01,101
"Marshall County, Alabama",0.4805,3.29,8.30,14.06,22.83,51.52,22.90,01,095
"Henry County, Alabama",0.4350,3.47,9.37,16.17,23.94,47.06,18.05,01,067
"Madison County, Alabama",0.4673,3.11,8.44,14.85,23.88,49.72,20.64,01,089
"Tallapoosa County, Alabama",0.4617,3.19,8.25,15.40,24.11,49.07,19.74,01,123
"Aleutians West Census Area, Alaska",0.3628,5.38,11.97,17.01,23.47,42.18,15.20,02,016
"Wilcox County, Alabama",0.5108,2.23,7.58,13.68,23.09,53.42,24.29,01,131
"Denali Borough, Alaska",0.3631,4.77,11.84,18.25,24.24,40.91,15.87,02,068
"Kenai Peninsula Borough, Alaska",0.4322,3.53,9.42,16.04,24.64,46.38,18.35,02,122
"Bristol Bay Borough, Alaska",0.3911,4.34,10.61,17.10,25.07,42.87,16.39,02,060
"Kodiak Island Borough, Alaska",0.3869,4.20,11.22,17.75,24.17,42.67,17.39,02,150
"Northwest Arctic Borough, Alaska",0.4375,3.34,8.89,15.59,25.58,46.60,16.51,02,188
"Bethel Census Area, Alaska",0.4446,3.10,8.55,15.62,25.67,47.06,16.37,02,050
"North Slope Borough, Alaska",0.4156,3.85,9.92,16.16,24.38,45.69,15.93,02,185
"Sitka City and Borough, Alaska",0.4222,3.84,10.57,16.09,23.22,46.28,20.20,02,220
"Fairbanks North Star Borough, Alaska",0.4061,4.57,10.38,16.24,23.69,45.12,18.27,02,090
"Ketchikan Gateway Borough, Alaska",0.4161,4.03,9.96,16.25,24.31,45.45,17.51,02,130
"Matanuska-Susitna Borough, Alaska",0.4171,3.50,9.95,16.79,24.99,44.78,17.24,02,170
"Nome Census Area, Alaska",0.4294,3.73,9.51,15.99,24.14,46.64,18.15,02,180
"Dillingham Census Area, Alaska",0.4285,3.59,9.46,16.05,24.68,46.21,17.54,02,070
"Haines Borough, Alaska",0.3796,5.25,10.11,17.11,24.94,42.59,14.33,02,100
"Yakutat City and Borough, Alaska",0.3498,5.25,11.74,18.17,24.85,39.99,13.44,02,282
"Juneau City and Borough, Alaska",0.3947,4.59,11.14,16.58,23.73,43.96,18.35,02,110
"Lake and Peninsula Borough, Alaska",0.4318,4.28,9.61,15.40,22.92,47.79,19.38,02,164
"Southeast Fairbanks Census Area, Alaska",0.3858,3.96,10.44,17.80,25.84,41.95,13.70,02,240
"Yukon-Koyukuk Census Area, Alaska",0.4666,2.86,8.02,14.86,24.81,49.44,17.65,02,290
"Anchorage Municipality, Alaska",0.4251,4.18,10.14,15.66,23.23,46.79,20.02,02,020
"Aleutians East Borough, Alaska",0.3987,4.22,10.20,17.11,24.60,43.88,15.92,02,013
"Skagway Municipality, Alaska",0.3224,6.83,12.55,17.35,24.58,38.69,13.47,02,230
"Prince of Wales-Hyder Census Area, Alaska",0.4139,4.00,9.68,16.27,25.03,45.01,15.90,02,198
"Petersburg Borough, Alaska",0.4388,3.71,9.28,15.51,23.69,47.81,18.26,02,195
"Kusilvak Census Area, Alaska",0.4305,3.77,9.81,15.48,23.89,47.04,18.04,02,158
"Maricopa County, Arizona",0.4666,3.41,8.94,14.61,22.71,50.33,22.41,04,013
"Graham County, Arizona",0.4049,3.23,10.18,17.37,26.16,43.06,14.82,04,009
"Santa Cruz County, Arizona",0.4933,3.32,8.37,13.71,21.42,53.18,25.37,04,023
"La Paz County, Arizona",0.4663,3.03,8.50,14.71,24.66,49.10,20.78,04,012
"Mohave County, Arizona",0.4451,3.93,9.43,15.14,22.90,48.61,21.03,04,015
"Coconino County, Arizona",0.4654,2.94,8.73,15.29,23.54,49.50,21.15,04,005
"Yuma County, Arizona",0.4462,3.71,9.29,15.13,23.56,48.31,20.31,04,027
"Greenlee County, Arizona",0.3908,4.87,11.22,16.54,23.60,43.78,18.55,04,011
"Pinal County, Arizona",0.4235,3.57,10.12,16.42,24.06,45.83,18.59,04,021
"St. Francis County, Arkansas",0.4729,2.89,8.12,15.41,23.51,50.07,21.06,05,123
"White County, Arkansas",0.4731,3.31,8.47,14.46,23.30,50.46,22.62,05,145
"Nevada County, Arkansas",0.4140,3.97,9.68,16.50,24.65,45.21,15.81,05,099
"Cross County, Arkansas",0.4752,3.55,8.42,14.22,22.97,50.84,23.41,05,037
"Drew County, Arkansas",0.4806,2.37,7.79,15.17,25.15,49.53,20.87,05,043
"Columbia County, Arkansas",0.4974,3.04,7.32,13.50,23.47,52.66,22.41,05,027
"Saline County, Arkansas",0.3983,4.59,10.60,16.38,24.19,44.23,17.34,05,125
"Van Buren County, Arkansas",0.4450,3.79,9.23,14.86,23.45,48.66,18.97,05,141
"Izard County, Arkansas",0.4257,4.25,9.85,15.42,23.94,46.55,19.38,05,065
"Lincoln County, Arkansas",0.4452,3.23,8.64,15.84,25.23,47.06,17.70,05,079
"Logan County, Arkansas",0.4486,3.61,9.54,15.13,23.08,48.65,21.19,05,083
"Crittenden County, Arkansas",0.4568,3.73,8.70,14.60,23.64,49.34,20.13,05,035
"Franklin County, Arkansas",0.4480,2.74,8.71,15.90,25.40,47.24,16.79,05,047
"Pike County, Arkansas",0.4352,4.50,9.39,14.71,23.39,48.02,19.70,05,109
"Jefferson County, Arkansas",0.4695,3.24,8.48,14.59,23.50,50.19,21.15,05,069
"Montgomery County, Arkansas",0.4524,4.02,8.77,14.63,23.48,49.10,20.81,05,097
"Scott County, Arkansas",0.4325,3.64,9.32,16.32,23.80,46.93,18.43,05,127
"Sebastian County, Arkansas",0.4781,3.49,8.54,14.09,22.44,51.43,23.88,05,131
"Benton County, Arkansas",0.4549,3.92,9.28,14.61,22.39,49.80,22.11,05,007
"Chicot County, Arkansas",0.5579,2.08,6.55,12.48,20.92,57.97,31.18,05,017
"Johnson County, Arkansas",0.4427,4.12,9.33,15.16,22.65,48.74,20.46,05,071
"Lee County, Arkansas",0.4992,2.23,7.24,13.75,25.19,51.60,20.43,05,077
"Pope County, Arkansas",0.4640,3.51,8.85,14.51,22.77,50.36,21.26,05,115
"Desha County, Arkansas",0.4642,3.35,8.71,14.40,24.17,49.36,20.98,05,041
"Fulton County, Arkansas",0.4311,4.47,8.78,14.81,24.56,47.37,16.78,05,049
"Garland County, Arkansas",0.4881,3.26,8.35,13.96,22.13,52.30,24.74,05,051
"Prairie County, Arkansas",0.4400,3.59,9.24,15.53,23.67,47.97,17.80,05,117
"Van Wert County, Ohio",0.4150,4.32,10.57,16.12,23.22,45.77,20.33,39,161
"Washington County, Ohio",0.4593,3.60,9.09,14.84,23.09,49.38,22.58,39,167
"Williams County, Ohio",0.4008,4.81,10.45,16.33,23.75,44.66,18.37,39,171
"Auglaize County, Ohio",0.3997,4.33,10.45,16.85,24.47,43.89,17.33,39,011
"Columbiana County, Ohio",0.4472,4.08,9.15,14.91,23.28,48.58,21.41,39,029
"Darke County, Ohio",0.4017,4.80,10.47,16.22,23.78,44.73,18.37,39,037
"Ottawa County, Ohio",0.4236,4.37,9.85,15.41,23.94,46.44,19.45,39,123
"Fulton County, Ohio",0.3969,4.81,10.56,16.46,23.89,44.29,17.80,39,051
"Hardin County, Ohio",0.3957,4.22,10.66,16.53,24.99,43.60,15.50,39,065
"Jackson County, Ohio",0.4133,4.01,10.22,16.49,23.97,45.32,17.80,39,079
"Lucas County, Ohio",0.4880,2.86,8.11,14.14,23.24,51.65,22.98,39,095
"Morrow County, Ohio",0.4165,4.53,10.28,15.87,23.47,45.85,20.23,39,117
"Noble County, Ohio",0.4543,4.18,9.55,14.77,21.77,49.72,24.74,39,121
"Preble County, Ohio",0.4024,4.41,10.63,16.54,24.12,44.30,18.47,39,135
"Seneca County, Ohio",0.4288,4.21,10.02,15.61,23.15,47.01,20.76,39,147
"Stark County, Ohio",0.4383,3.82,9.47,15.44,23.63,47.64,19.65,39,151
"Allen County, Ohio",0.4417,3.63,9.28,15.80,23.69,47.59,20.11,39,003
"Coshocton County, Ohio",0.4240,4.00,9.81,15.98,23.72,46.49,18.34,39,031
"Crawford County, Ohio",0.4447,3.91,9.53,15.22,22.95,48.38,21.64,39,033
"Delaware County, Ohio",0.4279,4.13,9.92,15.81,23.14,47.01,20.29,39,041
"Guernsey County, Ohio",0.4348,3.66,9.54,15.80,24.03,46.98,19.24,39,059
"Hocking County, Ohio",0.4113,4.01,9.89,16.44,25.04,44.63,16.85,39,073
"Mercer County, Ohio",0.4078,4.75,10.60,16.17,23.07,45.41,20.21,39,107
"Ross County, Ohio",0.4466,3.57,9.15,15.47,23.81,48.01,20.26,39,141
"Cuyahoga County, Ohio",0.5124,2.59,7.60,13.46,22.24,54.10,25.50,39,035
"Lorain County, Ohio",0.4480,3.46,9.33,15.41,23.53,48.27,20.56,39,093
"Miami County, Ohio",0.4175,4.25,10.07,15.89,23.93,45.85,18.63,39,109
"Montgomery County, Ohio",0.4670,3.22,8.72,14.76,23.35,49.96,21.50,39,113
"Trumbull County, Ohio",0.4494,3.57,9.26,15.25,23.41,48.51,20.88,39,155
"Wood County, Ohio",0.4531,3.44,9.00,15.26,23.60,48.69,20.71,39,173
"Ashtabula County, Ohio",0.4439,3.38,9.11,15.76,24.20,47.54,19.03,39,007
"Adair County, Oklahoma",0.4606,3.20,8.67,14.75,24.32,49.05,19.63,40,001
"Stephens County, Oklahoma",0.4557,3.53,8.95,14.80,23.77,48.94,20.81,40,137
"Cimarron County, Oklahoma",0.4623,3.76,9.67,15.04,20.94,50.58,26.02,40,025
"Carter County, Oklahoma",0.4530,3.60,9.00,15.30,23.24,48.86,21.17,40,019
"Grant County, Oklahoma",0.4029,4.79,10.19,16.11,24.31,44.61,17.89,40,053
"Greer County, Oklahoma",0.4462,3.35,9.71,15.59,22.90,48.46,20.63,40,055
"McClain County, Oklahoma",0.4153,4.22,10.14,16.06,23.71,45.86,18.16,40,087
"McIntosh County, Oklahoma",0.4598,3.65,8.62,14.51,23.74,49.48,20.69,40,091
"Murray County, Oklahoma",0.4402,3.76,9.42,15.77,23.20,47.85,20.84,40,099
"Noble County, Oklahoma",0.4474,3.42,9.33,15.63,23.59,48.02,20.89,40,103
"Ottawa County, Oklahoma",0.4457,3.85,9.27,15.14,23.44,48.30,20.90,40,115
"Sequoyah County, Oklahoma",0.4479,3.83,8.88,14.89,24.00,48.40,19.48,40,135
"Wagoner County, Oklahoma",0.3988,4.36,10.66,16.58,24.47,43.93,17.51,40,145
"Woods County, Oklahoma",0.4352,3.44,9.22,16.22,24.60,46.52,18.99,40,151
"Caddo County, Oklahoma",0.4462,3.60,9.08,15.26,24.10,47.96,19.71,40,015
"Muskogee County, Oklahoma",0.4736,3.04,8.34,14.76,23.48,50.38,21.46,40,101
"Okfuskee County, Oklahoma",0.4407,3.33,9.27,15.53,24.67,47.20,18.23,40,107
"Bryan County, Oklahoma",0.4664,3.63,8.69,14.42,22.96,50.30,22.44,40,013
"Harper County, Oklahoma",0.4260,4.06,9.57,15.79,24.20,46.37,19.14,40,059
"Kay County, Oklahoma",0.4459,3.81,9.20,15.16,23.40,48.44,20.26,40,071
"Craig County, Oklahoma",0.4231,4.57,9.68,15.67,23.13,46.94,19.45,40,035
"Tulsa County, Oklahoma",0.4825,3.24,8.55,14.09,22.23,51.89,23.73,40,143
"Canadian County, Oklahoma",0.4011,4.63,10.61,16.47,23.79,44.52,18.52,40,017
"Harmon County, Oklahoma",0.4384,3.49,9.76,14.72,24.11,47.92,16.91,40,057
"Pushmataha County, Oklahoma",0.4956,3.14,7.98,13.34,22.36,53.18,23.70,40,127
"Latimer County, Oklahoma",0.4819,3.42,7.96,14.22,23.28,51.12,23.87,40,077
"Osage County, Oklahoma",0.4414,3.49,9.33,15.58,24.09,47.52,19.12,40,113
"Texas County, Oklahoma",0.3884,4.78,10.86,16.74,23.98,43.65,16.13,40,139
"Garfield County, Oklahoma",0.4362,4.18,9.25,15.52,23.42,47.63,20.28,40,047
"Johnston County, Oklahoma",0.4454,3.53,9.03,15.65,24.11,47.67,19.87,40,069
"Pittsburg County, Oklahoma",0.4574,3.64,8.81,14.98,23.28,49.29,21.44,40,121
"Roger Mills County, Oklahoma",0.4868,2.70,7.95,14.04,24.06,51.24,21.74,40,129
"Woodward County, Oklahoma",0.4364,4.18,9.66,15.46,23.26,47.43,22.07,40,153
"Cherokee County, Oklahoma",0.4540,3.20,8.95,15.31,24.09,48.44,19.88,40,021
"Delaware County, Oklahoma",0.4579,4.16,8.91,14.27,22.41,50.25,22.18,40,041
"Ellis County, Oklahoma",0.4598,2.99,8.82,15.81,23.31,49.08,20.68,40,045
"Grady County, Oklahoma",0.4407,3.71,9.29,15.50,23.74,47.76,19.40,40,051
"Payne County, Oklahoma",0.5249,2.04,7.11,13.40,22.63,54.81,25.04,40,119
"Pottawatomie County, Oklahoma",0.4419,3.68,9.43,15.49,23.51,47.88,20.14,40,125
"Creek County, Oklahoma",0.4484,3.63,9.06,15.30,23.83,48.18,20.51,40,037
"Tillman County, Oklahoma",0.4626,3.62,8.65,14.56,23.19,49.98,21.23,40,141
"Washita County, Oklahoma",0.4394,3.73,9.57,15.82,23.12,47.76,20.80,40,149
"Cotton County, Oklahoma",0.3936,3.89,9.87,17.70,26.07,42.47,14.07,40,033
"Kiowa County, Oklahoma",0.4318,3.84,9.21,15.76,24.71,46.48,18.32,40,075
"Le Flore County, Oklahoma",0.4561,3.42,8.80,15.00,23.94,48.84,20.33,40,079
"McCurtain County, Oklahoma",0.4526,3.72,8.88,14.69,23.88,48.83,20.09,40,089
"Major County, Oklahoma",0.4344,3.76,10.01,15.15,23.80,47.28,19.46,40,093
"Mayes County, Oklahoma",0.4267,3.79,9.71,16.23,24.15,46.12,18.96,40,097
"Oklahoma County, Oklahoma",0.4891,3.26,8.43,13.83,21.85,52.63,24.77,40,109
"Custer County, Oklahoma",0.4760,3.03,8.35,14.38,23.85,50.39,21.85,40,039
"Beaver County, Oklahoma",0.4219,4.07,10.01,16.07,23.60,46.25,18.96,40,007
"Love County, Oklahoma",0.3903,4.12,10.87,17.17,25.10,42.74,15.87,40,085
"Beckham County, Oklahoma",0.4498,3.93,8.85,14.80,24.49,47.93,21.60,40,009
"Choctaw County, Oklahoma",0.5136,2.79,7.19,12.99,23.19,53.85,24.97,40,023
"Jackson County, Oklahoma",0.4334,3.65,9.45,15.68,24.65,46.58,18.50,40,065
"Lincoln County, Oklahoma",0.4479,3.59,9.02,15.56,23.64,48.18,20.49,40,081
"Marion County, Oregon",0.4312,4.03,9.74,15.65,23.48,47.10,19.90,41,047
"Jackson County, Oregon",0.4656,3.49,8.85,14.76,22.68,50.21,22.66,41,029
"Grant County, Oregon",0.4287,3.75,9.70,16.06,24.30,46.19,19.38,41,023
"Jefferson County, Oregon",0.4133,4.31,9.80,16.23,24.45,45.22,17.50,41,031
"Clackamas County, Oregon",0.4464,3.81,9.46,15.16,22.95,48.63,21.17,41,005
"Linn County, Oregon",0.4258,3.98,9.92,15.92,23.73,46.45,19.28,41,043
"Tillamook County, Oregon",0.4430,4.14,9.27,15.32,23.12,48.15,21.96,41,057
"Baker County, Oregon",0.4385,4.02,9.50,15.14,23.25,48.10,19.61,41,001
"Josephine County, Oregon",0.4644,3.46,8.98,14.78,22.94,49.84,23.04,41,033
"Umatilla County, Oregon",0.4391,3.68,9.40,15.90,23.55,47.47,20.22,41,059
"Lincoln County, Oregon",0.4448,3.96,9.20,15.21,23.09,48.54,20.60,41,041
"Columbia County, Oregon",0.4201,3.91,10.08,16.23,24.04,45.75,18.58,41,009
"Sherman County, Oregon",0.5114,3.61,7.64,13.41,19.98,55.35,28.81,41,055
"Wasco County, Oregon",0.4173,4.48,10.04,15.83,23.54,46.11,19.11,41,065
"Lane County, Oregon",0.4637,3.28,8.91,14.95,23.14,49.73,21.86,41,039
"Malheur County, Oregon",0.4467,3.63,8.98,15.38,24.07,47.94,20.31,41,045
"Washington County, Oregon",0.4268,4.07,9.83,15.82,23.47,46.81,19.29,41,067
"Morrow County, Oregon",0.3915,4.52,10.79,16.85,24.16,43.68,16.23,41,049
"Clatsop County, Oregon",0.4145,4.25,9.89,15.83,24.79,45.23,17.38,41,007
"Curry County, Oregon",0.4470,3.75,8.70,15.17,24.00,48.38,18.80,41,015
"Gilliam County, Oregon",0.3959,4.50,10.88,15.45,25.26,43.92,15.92,41,021
"Lake County, Oregon",0.4424,4.00,9.02,14.54,24.33,48.12,18.32,41,037
"Union County, Oregon",0.4622,3.64,8.80,14.70,23.26,49.60,22.68,41,061
"Delaware County, Pennsylvania",0.4820,3.18,8.38,14.19,22.65,51.60,23.29,42,045
"Union County, Pennsylvania",0.4501,3.73,9.25,15.07,23.06,48.89,20.91,42,119
"Wayne County, Pennsylvania",0.4187,4.17,9.92,16.20,23.82,45.89,18.72,42,127
"Dauphin County, Pennsylvania",0.4489,3.63,9.47,15.25,22.90,48.76,21.32,42,043
"Westmoreland County, Pennsylvania",0.4415,3.73,9.37,15.45,23.69,47.76,20.08,42,129
"Forest County, Pennsylvania",0.3799,5.41,11.36,16.42,23.09,43.72,17.19,42,053
"Monroe County, Pennsylvania",0.4147,3.99,10.06,16.34,24.27,45.33,17.53,42,089
"Philadelphia County, Pennsylvania",0.5155,2.30,7.28,13.54,22.81,54.08,24.17,42,101
"Blair County, Pennsylvania",0.4448,3.66,9.26,15.39,23.92,47.77,20.74,42,013
"Cambria County, Pennsylvania",0.4412,3.78,9.14,15.31,24.21,47.56,19.48,42,021
"Berks County, Pennsylvania",0.4393,3.74,9.45,15.61,23.69,47.51,20.24,42,011
"Huntingdon County, Pennsylvania",0.4098,4.20,10.11,16.27,24.48,44.94,17.23,42,061
"Lawrence County, Pennsylvania",0.4624,3.52,8.54,15.01,23.33,49.61,21.45,42,073
"Mifflin County, Pennsylvania",0.4144,4.57,10.07,15.85,23.67,45.84,18.80,42,087
"Cumberland County, Pennsylvania",0.4227,4.39,9.94,15.78,23.21,46.67,19.89,42,041
"Allegheny County, Pennsylvania",0.4869,3.02,8.16,14.22,22.76,51.83,23.55,42,003
"Snyder County, Pennsylvania",0.4040,4.47,10.38,16.52,23.75,44.88,17.68,42,109
"Susquehanna County, Pennsylvania",0.4444,3.89,9.32,15.16,23.31,48.32,20.82,42,115
"Crawford County, Pennsylvania",0.4328,4.15,9.60,15.61,23.36,47.27,20.49,42,039
"Erie County, Pennsylvania",0.4578,3.55,8.93,14.89,23.31,49.32,21.37,42,049
"Fulton County, Pennsylvania",0.4075,3.91,10.51,16.62,24.40,44.55,17.10,42,057
"Juniata County, Pennsylvania",0.4004,4.61,10.22,16.48,24.45,44.24,17.02,42,067
"Schuylkill County, Pennsylvania",0.4280,3.96,9.53,15.87,24.15,46.49,18.76,42,107
"Wyoming County, Pennsylvania",0.4061,4.28,10.25,16.61,24.47,44.39,17.90,42,131
"Adams County, Pennsylvania",0.3982,4.59,10.43,16.61,24.15,44.21,17.04,42,001
"Armstrong County, Pennsylvania",0.4155,4.20,9.78,15.99,24.64,45.40,17.34,42,005
"Clinton County, Pennsylvania",0.4125,3.99,10.01,16.29,24.71,45.00,16.69,42,035
"Carbon County, Pennsylvania",0.4019,4.32,10.27,16.60,24.56,44.26,16.37,42,025
"Centre County, Pennsylvania",0.4696,2.65,8.62,15.10,24.21,49.42,20.62,42,027
"Northumberland County, Pennsylvania",0.4366,3.84,9.26,15.60,24.10,47.19,19.32,42,097
"Northampton County, Pennsylvania",0.4392,3.91,9.52,15.44,23.23,47.89,20.46,42,095
"Cameron County, Pennsylvania",0.4243,4.25,10.02,15.59,23.09,47.05,18.99,42,023
"Venango County, Pennsylvania",0.4245,4.28,9.78,15.71,23.63,46.60,19.39,42,121
"Beaver County, Pennsylvania",0.4248,3.91,9.50,16.00,24.73,45.86,18.15,42,007
"Bucks County, Pennsylvania",0.4480,3.69,9.32,15.17,23.18,48.64,20.94,42,017
"Lackawanna County, Pennsylvania",0.4611,3.40,8.64,15.00,23.59,49.36,21.11,42,069
"McKean County, Pennsylvania",0.4475,3.90,9.15,15.26,23.18,48.51,21.39,42,083
"Fayette County, Pennsylvania",0.4653,3.33,8.33,14.87,24.16,49.30,21.23,42,051
"Montgomery County, Pennsylvania",0.4667,3.54,8.90,14.66,22.37,50.53,22.95,42,091
"Greene County, Pennsylvania",0.4402,3.69,9.29,15.62,24.10,47.30,19.98,42,059
"Lebanon County, Pennsylvania",0.4034,4.44,10.62,16.38,23.75,44.81,17.91,42,075
"Luzerne County, Pennsylvania",0.4478,3.48,8.94,15.41,24.20,47.98,19.55,42,079
"Montour County, Pennsylvania",0.4823,3.44,8.12,14.29,22.54,51.61,24.00,42,093
"Columbia County, Pennsylvania",0.4498,3.29,9.17,15.46,23.78,48.31,19.61,42,037
"Butler County, Pennsylvania",0.4388,3.75,9.53,15.53,23.55,47.65,19.95,42,019
"Jefferson County, Pennsylvania",0.4206,4.13,9.87,15.90,24.20,45.90,18.64,42,065
"Lancaster County, Pennsylvania",0.4274,4.21,9.97,15.74,23.12,46.96,20.46,42,071
"Perry County, Pennsylvania",0.3919,4.61,10.90,16.75,24.21,43.53,17.37,42,099
"Potter County, Pennsylvania",0.4306,4.20,9.51,15.46,23.82,47.00,19.59,42,105
"Tioga County, Pennsylvania",0.4290,4.08,9.57,15.85,23.82,46.68,19.84,42,117
"Providence County, Rhode Island",0.4818,2.83,8.10,14.60,23.58,50.89,22.11,44,007
"Bristol County, Rhode Island",0.4881,2.90,8.11,14.15,22.92,51.92,22.80,44,001
"Newport County, Rhode Island",0.4700,3.02,8.65,15.02,23.24,50.07,22.11,44,005
"Aiken County, South Carolina",0.4545,3.46,9.02,15.04,23.56,48.92,20.54,45,003
"Newberry County, South Carolina",0.4518,3.38,8.99,14.98,24.05,48.60,19.11,45,071
"Edgefield County, South Carolina",0.4785,2.83,8.00,14.32,24.75,50.10,20.69,45,037
"Clarendon County, South Carolina",0.4848,2.97,8.03,14.38,23.36,51.26,22.70,45,027
"Colleton County, South Carolina",0.4535,4.05,9.55,14.20,22.09,50.11,21.75,45,029
"Sumter County, South Carolina",0.4447,3.57,9.24,15.43,23.73,48.03,19.63,45,085
"Lexington County, South Carolina",0.4332,3.82,9.85,15.67,23.47,47.19,19.88,45,063
"Barnwell County, South Carolina",0.4685,2.52,7.81,15.20,25.74,48.73,17.62,45,011
"York County, South Carolina",0.4504,3.61,9.15,15.06,23.43,48.75,20.26,45,091
"Berkeley County, South Carolina",0.4203,4.14,10.23,16.00,23.55,46.08,19.60,45,015
"Darlington County, South Carolina",0.4789,3.23,8.15,13.89,23.50,51.24,20.87,45,031
"Georgetown County, South Carolina",0.4948,3.01,7.93,13.75,22.67,52.64,24.27,45,043
"Anderson County, South Carolina",0.4518,3.57,8.90,15.09,24.03,48.42,20.39,45,007
"Chesterfield County, South Carolina",0.4481,3.53,8.84,15.50,24.33,47.80,20.12,45,025
"Greenwood County, South Carolina",0.4835,3.14,8.50,14.11,22.55,51.70,23.62,45,047
"Horry County, South Carolina",0.4462,3.91,9.55,15.14,22.63,48.77,21.79,45,051
"Kershaw County, South Carolina",0.4384,3.23,9.53,16.23,24.26,46.75,19.81,45,055
